#Do not edit! This file is automatically extracted from Unicode Data.
#code;character;name;variant;plain_code;plain_character
1D642;𝙂;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL G;SansSerifBoldItalic;0047;G
1D643;𝙃;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL H;SansSerifBoldItalic;0048;H
1D644;𝙄;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL I;SansSerifBoldItalic;0049;I
1D645;𝙅;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL J;SansSerifBoldItalic;004A;J
1D646;𝙆;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL K;SansSerifBoldItalic;004B;K
1D647;𝙇;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL L;SansSerifBoldItalic;004C;L
1D648;𝙈;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL M;SansSerifBoldItalic;004D;M
1D649;𝙉;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL N;SansSerifBoldItalic;004E;N
1D64A;𝙊;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL O;SansSerifBoldItalic;004F;O
1D64B;𝙋;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL P;SansSerifBoldItalic;0050;P
1D64C;𝙌;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Q;SansSerifBoldItalic;0051;Q
1D64D;𝙍;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL R;SansSerifBoldItalic;0052;R
1D64E;𝙎;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL S;SansSerifBoldItalic;0053;S
1D64F;𝙏;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL T;SansSerifBoldItalic;0054;T
1D650;𝙐;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL U;SansSerifBoldItalic;0055;U
1D651;𝙑;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL V;SansSerifBoldItalic;0056;V
1D652;𝙒;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL W;SansSerifBoldItalic;0057;W
1D653;𝙓;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL X;SansSerifBoldItalic;0058;X
1D654;𝙔;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Y;SansSerifBoldItalic;0059;Y
1D655;𝙕;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Z;SansSerifBoldItalic;005A;Z
1D656;𝙖;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL A;SansSerifBoldItalic;0061;a
1D657;𝙗;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL B;SansSerifBoldItalic;0062;b
1D658;𝙘;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL C;SansSerifBoldItalic;0063;c
1D659;𝙙;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL D;SansSerifBoldItalic;0064;d
1D65A;𝙚;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL E;SansSerifBoldItalic;0065;e
1D65B;𝙛;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL F;SansSerifBoldItalic;0066;f
1D65C;𝙜;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL G;SansSerifBoldItalic;0067;g
1D65D;𝙝;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL H;SansSerifBoldItalic;0068;h
1D65E;𝙞;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL I;SansSerifBoldItalic;0069;i
1D65F;𝙟;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL J;SansSerifBoldItalic;006A;j
1D660;𝙠;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL K;SansSerifBoldItalic;006B;k
1D661;𝙡;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL L;SansSerifBoldItalic;006C;l
1D662;𝙢;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL M;SansSerifBoldItalic;006D;m
1D663;𝙣;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL N;SansSerifBoldItalic;006E;n
1D664;𝙤;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL O;SansSerifBoldItalic;006F;o
1D665;𝙥;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL P;SansSerifBoldItalic;0070;p
1D666;𝙦;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Q;SansSerifBoldItalic;0071;q
1D667;𝙧;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL R;SansSerifBoldItalic;0072;r
1D668;𝙨;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL S;SansSerifBoldItalic;0073;s
1D669;𝙩;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL T;SansSerifBoldItalic;0074;t
1D66A;𝙪;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL U;SansSerifBoldItalic;0075;u
1D66B;𝙫;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL V;SansSerifBoldItalic;0076;v
1D66C;𝙬;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL W;SansSerifBoldItalic;0077;w
1D66D;𝙭;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL X;SansSerifBoldItalic;0078;x
1D66E;𝙮;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Y;SansSerifBoldItalic;0079;y
1D66F;𝙯;MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Z;SansSerifBoldItalic;007A;z
1D670;𝙰;MATHEMATICAL MONOSPACE CAPITAL A;Monospace;0041;A
1D671;𝙱;MATHEMATICAL MONOSPACE CAPITAL B;Monospace;0042;B
1D672;𝙲;MATHEMATICAL MONOSPACE CAPITAL C;Monospace;0043;C
1D673;𝙳;MATHEMATICAL MONOSPACE CAPITAL D;Monospace;0044;D
1D674;𝙴;MATHEMATICAL MONOSPACE CAPITAL E;Monospace;0045;E
1D675;𝙵;MATHEMATICAL MONOSPACE CAPITAL F;Monospace;0046;F
1D676;𝙶;MATHEMATICAL MONOSPACE CAPITAL G;Monospace;0047;G
1D677;𝙷;MATHEMATICAL MONOSPACE CAPITAL H;Monospace;0048;H
1D678;𝙸;MATHEMATICAL MONOSPACE CAPITAL I;Monospace;0049;I
1D679;𝙹;MATHEMATICAL MONOSPACE CAPITAL J;Monospace;004A;J
1D67A;𝙺;MATHEMATICAL MONOSPACE CAPITAL K;Monospace;004B;K
1D67B;𝙻;MATHEMATICAL MONOSPACE CAPITAL L;Monospace;004C;L
1D67C;𝙼;MATHEMATICAL MONOSPACE CAPITAL M;Monospace;004D;M
1D67D;𝙽;MATHEMATICAL MONOSPACE CAPITAL N;Monospace;004E;N
1D67E;𝙾;MATHEMATICAL MONOSPACE CAPITAL O;Monospace;004F;O
1D67F;𝙿;MATHEMATICAL MONOSPACE CAPITAL P;Monospace;0050;P
1D680;𝚀;MATHEMATICAL MONOSPACE CAPITAL Q;Monospace;0051;Q
1D681;𝚁;MATHEMATICAL MONOSPACE CAPITAL R;Monospace;0052;R
1D682;𝚂;MATHEMATICAL MONOSPACE CAPITAL S;Monospace;0053;S
1D683;𝚃;MATHEMATICAL MONOSPACE CAPITAL T;Monospace;0054;T
1D684;𝚄;MATHEMATICAL MONOSPACE CAPITAL U;Monospace;0055;U
1D685;𝚅;MATHEMATICAL MONOSPACE CAPITAL V;Monospace;0056;V
1D686;𝚆;MATHEMATICAL MONOSPACE CAPITAL W;Monospace;0057;W
1D687;𝚇;MATHEMATICAL MONOSPACE CAPITAL X;Monospace;0058;X
1D688;𝚈;MATHEMATICAL MONOSPACE CAPITAL Y;Monospace;0059;Y
1D689;𝚉;MATHEMATICAL MONOSPACE CAPITAL Z;Monospace;005A;Z
1D68A;𝚊;MATHEMATICAL MONOSPACE SMALL A;Monospace;0061;a
1D68B;𝚋;MATHEMATICAL MONOSPACE SMALL B;Monospace;0062;b
1D68C;𝚌;MATHEMATICAL MONOSPACE SMALL C;Monospace;0063;c
1D68D;𝚍;MATHEMATICAL MONOSPACE SMALL D;Monospace;0064;d
1D68E;𝚎;MATHEMATICAL MONOSPACE SMALL E;Monospace;0065;e
1D68F;𝚏;MATHEMATICAL MONOSPACE SMALL F;Monospace;0066;f
1D690;𝚐;MATHEMATICAL MONOSPACE SMALL G;Monospace;0067;g
1D691;𝚑;MATHEMATICAL MONOSPACE SMALL H;Monospace;0068;h
1D692;𝚒;MATHEMATICAL MONOSPACE SMALL I;Monospace;0069;i
1D693;𝚓;MATHEMATICAL MONOSPACE SMALL J;Monospace;006A;j
1D694;𝚔;MATHEMATICAL MONOSPACE SMALL K;Monospace;006B;k
1D695;𝚕;MATHEMATICAL MONOSPACE SMALL L;Monospace;006C;l
1D696;𝚖;MATHEMATICAL MONOSPACE SMALL M;Monospace;006D;m
1D697;𝚗;MATHEMATICAL MONOSPACE SMALL N;Monospace;006E;n
1D698;𝚘;MATHEMATICAL MONOSPACE SMALL O;Monospace;006F;o
1D699;𝚙;MATHEMATICAL MONOSPACE SMALL P;Monospace;0070;p
1D69A;𝚚;MATHEMATICAL MONOSPACE SMALL Q;Monospace;0071;q
1D69B;𝚛;MATHEMATICAL MONOSPACE SMALL R;Monospace;0072;r
1D69C;𝚜;MATHEMATICAL MONOSPACE SMALL S;Monospace;0073;s
1D69D;𝚝;MATHEMATICAL MONOSPACE SMALL T;Monospace;0074;t
1D69E;𝚞;MATHEMATICAL MONOSPACE SMALL U;Monospace;0075;u
1D69F;𝚟;MATHEMATICAL MONOSPACE SMALL V;Monospace;0076;v
1D6A0;𝚠;MATHEMATICAL MONOSPACE SMALL W;Monospace;0077;w
1D6A1;𝚡;MATHEMATICAL MONOSPACE SMALL X;Monospace;0078;x
1D6A2;𝚢;MATHEMATICAL MONOSPACE SMALL Y;Monospace;0079;y
1D6A3;𝚣;MATHEMATICAL MONOSPACE SMALL Z;Monospace;007A;z
1D6A4;𝚤;MATHEMATICAL ITALIC SMALL DOTLESS I;Italic;0131;ı
1D6A5;𝚥;MATHEMATICAL ITALIC SMALL DOTLESS J;Italic;0237;ȷ
1D6A8;𝚨;MATHEMATICAL BOLD CAPITAL ALPHA;Bold;0391;Α
1D6A9;𝚩;MATHEMATICAL BOLD CAPITAL BETA;Bold;0392;Β
1D6AA;𝚪;MATHEMATICAL BOLD CAPITAL GAMMA;Bold;0393;Γ
1D6AB;𝚫;MATHEMATICAL BOLD CAPITAL DELTA;Bold;0394;Δ
1D6AC;𝚬;MATHEMATICAL BOLD CAPITAL EPSILON;Bold;0395;Ε
1D6AD;𝚭;MATHEMATICAL BOLD CAPITAL ZETA;Bold;0396;Ζ
1D6AE;𝚮;MATHEMATICAL BOLD CAPITAL ETA;Bold;0397;Η
1D6AF;𝚯;MATHEMATICAL BOLD CAPITAL THETA;Bold;0398;Θ
1D6B0;𝚰;MATHEMATICAL BOLD CAPITAL IOTA;Bold;0399;Ι
1D6B1;𝚱;MATHEMATICAL BOLD CAPITAL KAPPA;Bold;039A;Κ
1D6B2;𝚲;MATHEMATICAL BOLD CAPITAL LAMDA;Bold;039B;Λ
1D6B3;𝚳;MATHEMATICAL BOLD CAPITAL MU;Bold;039C;Μ
1D6B4;𝚴;MATHEMATICAL BOLD CAPITAL NU;Bold;039D;Ν
1D6B5;𝚵;MATHEMATICAL BOLD CAPITAL XI;Bold;039E;Ξ
1D6B6;𝚶;MATHEMATICAL BOLD CAPITAL OMICRON;Bold;039F;Ο
1D6B7;𝚷;MATHEMATICAL BOLD CAPITAL PI;Bold;03A0;Π
1D6B8;𝚸;MATHEMATICAL BOLD CAPITAL RHO;Bold;03A1;Ρ
1D6B9;𝚹;MATHEMATICAL BOLD CAPITAL THETA SYMBOL;Bold;03F4;ϴ
1D6BA;𝚺;MATHEMATICAL BOLD CAPITAL SIGMA;Bold;03A3;Σ
1D6BB;𝚻;MATHEMATICAL BOLD CAPITAL TAU;Bold;03A4;Τ
1D6BC;𝚼;MATHEMATICAL BOLD CAPITAL UPSILON;Bold;03A5;Υ
1D6BD;𝚽;MATHEMATICAL BOLD CAPITAL PHI;Bold;03A6;Φ
1D6BE;𝚾;MATHEMATICAL BOLD CAPITAL CHI;Bold;03A7;Χ
1D6BF;𝚿;MATHEMATICAL BOLD CAPITAL PSI;Bold;03A8;Ψ
1D6C0;𝛀;MATHEMATICAL BOLD CAPITAL OMEGA;Bold;03A9;Ω
1D6C1;𝛁;MATHEMATICAL BOLD NABLA;Bold;2207;∇
1D6C2;𝛂;MATHEMATICAL BOLD SMALL ALPHA;Bold;03B1;α
1D6C3;𝛃;MATHEMATICAL BOLD SMALL BETA;Bold;03B2;β
1D6C4;𝛄;MATHEMATICAL BOLD SMALL GAMMA;Bold;03B3;γ
1D6C5;𝛅;MATHEMATICAL BOLD SMALL DELTA;Bold;03B4;δ
1D6C6;𝛆;MATHEMATICAL BOLD SMALL EPSILON;Bold;03B5;ε
1D6C7;𝛇;MATHEMATICAL BOLD SMALL ZETA;Bold;03B6;ζ
1D6C8;𝛈;MATHEMATICAL BOLD SMALL ETA;Bold;03B7;η
1D6C9;𝛉;MATHEMATICAL BOLD SMALL THETA;Bold;03B8;θ
1D6CA;𝛊;MATHEMATICAL BOLD SMALL IOTA;Bold;03B9;ι
1D6CB;𝛋;MATHEMATICAL BOLD SMALL KAPPA;Bold;03BA;κ
1D6CC;𝛌;MATHEMATICAL BOLD SMALL LAMDA;Bold;03BB;λ
1D6CD;𝛍;MATHEMATICAL BOLD SMALL MU;Bold;03BC;μ
1D6CE;𝛎;MATHEMATICAL BOLD SMALL NU;Bold;03BD;ν
1D6CF;𝛏;MATHEMATICAL BOLD SMALL XI;Bold;03BE;ξ
1D6D0;𝛐;MATHEMATICAL BOLD SMALL OMICRON;Bold;03BF;ο
1D6D1;𝛑;MATHEMATICAL BOLD SMALL PI;Bold;03C0;π
1D6D2;𝛒;MATHEMATICAL BOLD SMALL RHO;Bold;03C1;ρ
1D6D3;𝛓;MATHEMATICAL BOLD SMALL FINAL SIGMA;Bold;03C2;ς
1D6D4;𝛔;MATHEMATICAL BOLD SMALL SIGMA;Bold;03C3;σ
1D6D5;𝛕;MATHEMATICAL BOLD SMALL TAU;Bold;03C4;τ
1D6D6;𝛖;MATHEMATICAL BOLD SMALL UPSILON;Bold;03C5;υ
1D6D7;𝛗;MATHEMATICAL BOLD SMALL PHI;Bold;03C6;φ
1D6D8;𝛘;MATHEMATICAL BOLD SMALL CHI;Bold;03C7;χ
1D6D9;𝛙;MATHEMATICAL BOLD SMALL PSI;Bold;03C8;ψ
1D6DA;𝛚;MATHEMATICAL BOLD SMALL OMEGA;Bold;03C9;ω
1D6DB;𝛛;MATHEMATICAL BOLD PARTIAL DIFFERENTIAL;Bold;2202;∂
1D6DC;𝛜;MATHEMATICAL BOLD EPSILON SYMBOL;Bold;03F5;ϵ
1D6DD;𝛝;MATHEMATICAL BOLD THETA SYMBOL;Bold;03D1;ϑ
1D6DE;𝛞;MATHEMATICAL BOLD KAPPA SYMBOL;Bold;03F0;ϰ
1D6DF;𝛟;MATHEMATICAL BOLD PHI SYMBOL;Bold;03D5;ϕ
1D6E0;𝛠;MATHEMATICAL BOLD RHO SYMBOL;Bold;03F1;ϱ
1D6E1;𝛡;MATHEMATICAL BOLD PI SYMBOL;Bold;03D6;ϖ
1D6E2;𝛢;MATHEMATICAL ITALIC CAPITAL ALPHA;Italic;0391;Α
1D6E3;𝛣;MATHEMATICAL ITALIC CAPITAL BETA;Italic;0392;Β
1D6E4;𝛤;MATHEMATICAL ITALIC CAPITAL GAMMA;Italic;0393;Γ
1D6E5;𝛥;MATHEMATICAL ITALIC CAPITAL DELTA;Italic;0394;Δ
1D6E6;𝛦;MATHEMATICAL ITALIC CAPITAL EPSILON;Italic;0395;Ε
1D6E7;𝛧;MATHEMATICAL ITALIC CAPITAL ZETA;Italic;0396;Ζ
1D6E8;𝛨;MATHEMATICAL ITALIC CAPITAL ETA;Italic;0397;Η
1D6E9;𝛩;MATHEMATICAL ITALIC CAPITAL THETA;Italic;0398;Θ
1D6EA;𝛪;MATHEMATICAL ITALIC CAPITAL IOTA;Italic;0399;Ι
1D6EB;𝛫;MATHEMATICAL ITALIC CAPITAL KAPPA;Italic;039A;Κ
1D6EC;𝛬;MATHEMATICAL ITALIC CAPITAL LAMDA;Italic;039B;Λ
1D6ED;𝛭;MATHEMATICAL ITALIC CAPITAL MU;Italic;039C;Μ
1D6EE;𝛮;MATHEMATICAL ITALIC CAPITAL NU;Italic;039D;Ν
1D6EF;𝛯;MATHEMATICAL ITALIC CAPITAL XI;Italic;039E;Ξ
1D6F0;𝛰;MATHEMATICAL ITALIC CAPITAL OMICRON;Italic;039F;Ο
1D6F1;𝛱;MATHEMATICAL ITALIC CAPITAL PI;Italic;03A0;Π
1D6F2;𝛲;MATHEMATICAL ITALIC CAPITAL RHO;Italic;03A1;Ρ
1D6F3;𝛳;MATHEMATICAL ITALIC CAPITAL THETA SYMBOL;Italic;03F4;ϴ
1D6F4;𝛴;MATHEMATICAL ITALIC CAPITAL SIGMA;Italic;03A3;Σ
1D6F5;𝛵;MATHEMATICAL ITALIC CAPITAL TAU;Italic;03A4;Τ
1D6F6;𝛶;MATHEMATICAL ITALIC CAPITAL UPSILON;Italic;03A5;Υ
1D6F7;𝛷;MATHEMATICAL ITALIC CAPITAL PHI;Italic;03A6;Φ
1D6F8;𝛸;MATHEMATICAL ITALIC CAPITAL CHI;Italic;03A7;Χ
1D6F9;𝛹;MATHEMATICAL ITALIC CAPITAL PSI;Italic;03A8;Ψ
1D6FA;𝛺;MATHEMATICAL ITALIC CAPITAL OMEGA;Italic;03A9;Ω
1D6FB;𝛻;MATHEMATICAL ITALIC NABLA;Italic;2207;∇
1D6FC;𝛼;MATHEMATICAL ITALIC SMALL ALPHA;Italic;03B1;α
1D6FD;𝛽;MATHEMATICAL ITALIC SMALL BETA;Italic;03B2;β
1D6FE;𝛾;MATHEMATICAL ITALIC SMALL GAMMA;Italic;03B3;γ
1D6FF;𝛿;MATHEMATICAL ITALIC SMALL DELTA;Italic;03B4;δ
1D700;𝜀;MATHEMATICAL ITALIC SMALL EPSILON;Italic;03B5;ε
1D701;𝜁;MATHEMATICAL ITALIC SMALL ZETA;Italic;03B6;ζ
1D702;𝜂;MATHEMATICAL ITALIC SMALL ETA;Italic;03B7;η
1D703;𝜃;MATHEMATICAL ITALIC SMALL THETA;Italic;03B8;θ
1D704;𝜄;MATHEMATICAL ITALIC SMALL IOTA;Italic;03B9;ι
1D705;𝜅;MATHEMATICAL ITALIC SMALL KAPPA;Italic;03BA;κ
1D706;𝜆;MATHEMATICAL ITALIC SMALL LAMDA;Italic;03BB;λ
1D707;𝜇;MATHEMATICAL ITALIC SMALL MU;Italic;03BC;μ
1D708;𝜈;MATHEMATICAL ITALIC SMALL NU;Italic;03BD;ν
1D709;𝜉;MATHEMATICAL ITALIC SMALL XI;Italic;03BE;ξ
1D70A;𝜊;MATHEMATICAL ITALIC SMALL OMICRON;Italic;03BF;ο
1D70B;𝜋;MATHEMATICAL ITALIC SMALL PI;Italic;03C0;π
1D70C;𝜌;MATHEMATICAL ITALIC SMALL RHO;Italic;03C1;ρ
1D70D;𝜍;MATHEMATICAL ITALIC SMALL FINAL SIGMA;Italic;03C2;ς
1D70E;𝜎;MATHEMATICAL ITALIC SMALL SIGMA;Italic;03C3;σ
1D70F;𝜏;MATHEMATICAL ITALIC SMALL TAU;Italic;03C4;τ
1D710;𝜐;MATHEMATICAL ITALIC SMALL UPSILON;Italic;03C5;υ
1D711;𝜑;MATHEMATICAL ITALIC SMALL PHI;Italic;03C6;φ
1D712;𝜒;MATHEMATICAL ITALIC SMALL CHI;Italic;03C7;χ
1D713;𝜓;MATHEMATICAL ITALIC SMALL PSI;Italic;03C8;ψ
1D714;𝜔;MATHEMATICAL ITALIC SMALL OMEGA;Italic;03C9;ω
1D715;𝜕;MATHEMATICAL ITALIC PARTIAL DIFFERENTIAL;Italic;2202;∂
1D716;𝜖;MATHEMATICAL ITALIC EPSILON SYMBOL;Italic;03F5;ϵ
1D717;𝜗;MATHEMATICAL ITALIC THETA SYMBOL;Italic;03D1;ϑ
1D718;𝜘;MATHEMATICAL ITALIC KAPPA SYMBOL;Italic;03F0;ϰ
1D719;𝜙;MATHEMATICAL ITALIC PHI SYMBOL;Italic;03D5;ϕ
1D71A;𝜚;MATHEMATICAL ITALIC RHO SYMBOL;Italic;03F1;ϱ
1D71B;𝜛;MATHEMATICAL ITALIC PI SYMBOL;Italic;03D6;ϖ
1D71C;𝜜;MATHEMATICAL BOLD ITALIC CAPITAL ALPHA;BoldItalic;0391;Α
1D71D;𝜝;MATHEMATICAL BOLD ITALIC CAPITAL BETA;BoldItalic;0392;Β
1D71E;𝜞;MATHEMATICAL BOLD ITALIC CAPITAL GAMMA;BoldItalic;0393;Γ
1D71F;𝜟;MATHEMATICAL BOLD ITALIC CAPITAL DELTA;BoldItalic;0394;Δ
1D720;𝜠;MATHEMATICAL BOLD ITALIC CAPITAL EPSILON;BoldItalic;0395;Ε
1D721;𝜡;MATHEMATICAL BOLD ITALIC CAPITAL ZETA;BoldItalic;0396;Ζ
1D722;𝜢;MATHEMATICAL BOLD ITALIC CAPITAL ETA;BoldItalic;0397;Η
1D723;𝜣;MATHEMATICAL BOLD ITALIC CAPITAL THETA;BoldItalic;0398;Θ
1D724;𝜤;MATHEMATICAL BOLD ITALIC CAPITAL IOTA;BoldItalic;0399;Ι
1D725;𝜥;MATHEMATICAL BOLD ITALIC CAPITAL KAPPA;BoldItalic;039A;Κ
1D726;𝜦;MATHEMATICAL BOLD ITALIC CAPITAL LAMDA;BoldItalic;039B;Λ
1D727;𝜧;MATHEMATICAL BOLD ITALIC CAPITAL MU;BoldItalic;039C;Μ
1D728;𝜨;MATHEMATICAL BOLD ITALIC CAPITAL NU;BoldItalic;039D;Ν
1D729;𝜩;MATHEMATICAL BOLD ITALIC CAPITAL XI;BoldItalic;039E;Ξ
1D72A;𝜪;MATHEMATICAL BOLD ITALIC CAPITAL OMICRON;BoldItalic;039F;Ο
1D72B;𝜫;MATHEMATICAL BOLD ITALIC CAPITAL PI;BoldItalic;03A0;Π
1D72C;𝜬;MATHEMATICAL BOLD ITALIC CAPITAL RHO;BoldItalic;03A1;Ρ
1D72D;𝜭;MATHEMATICAL BOLD ITALIC CAPITAL THETA SYMBOL;BoldItalic;03F4;ϴ
1D72E;𝜮;MATHEMATICAL BOLD ITALIC CAPITAL SIGMA;BoldItalic;03A3;Σ
1D72F;𝜯;MATHEMATICAL BOLD ITALIC CAPITAL TAU;BoldItalic;03A4;Τ
1D730;𝜰;MATHEMATICAL BOLD ITALIC CAPITAL UPSILON;BoldItalic;03A5;Υ
1D731;𝜱;MATHEMATICAL BOLD ITALIC CAPITAL PHI;BoldItalic;03A6;Φ
1D732;𝜲;MATHEMATICAL BOLD ITALIC CAPITAL CHI;BoldItalic;03A7;Χ
1D733;𝜳;MATHEMATICAL BOLD ITALIC CAPITAL PSI;BoldItalic;03A8;Ψ
1D734;𝜴;MATHEMATICAL BOLD ITALIC CAPITAL OMEGA;BoldItalic;03A9;Ω
1D735;𝜵;MATHEMATICAL BOLD ITALIC NABLA;BoldItalic;2207;∇
1D736;𝜶;MATHEMATICAL BOLD ITALIC SMALL ALPHA;BoldItalic;03B1;α
1D737;𝜷;MATHEMATICAL BOLD ITALIC SMALL BETA;BoldItalic;03B2;β
1D738;𝜸;MATHEMATICAL BOLD ITALIC SMALL GAMMA;BoldItalic;03B3;γ
1D739;𝜹;MATHEMATICAL BOLD ITALIC SMALL DELTA;BoldItalic;03B4;δ
1D73A;𝜺;MATHEMATICAL BOLD ITALIC SMALL EPSILON;BoldItalic;03B5;ε
1D73B;𝜻;MATHEMATICAL BOLD ITALIC SMALL ZETA;BoldItalic;03B6;ζ
1D73C;𝜼;MATHEMATICAL BOLD ITALIC SMALL ETA;BoldItalic;03B7;η
1D73D;𝜽;MATHEMATICAL BOLD ITALIC SMALL THETA;BoldItalic;03B8;θ
1D73E;𝜾;MATHEMATICAL BOLD ITALIC SMALL IOTA;BoldItalic;03B9;ι
1D73F;𝜿;MATHEMATICAL BOLD ITALIC SMALL KAPPA;BoldItalic;03BA;κ
1D740;𝝀;MATHEMATICAL BOLD ITALIC SMALL LAMDA;BoldItalic;03BB;λ
1D741;𝝁;MATHEMATICAL BOLD ITALIC SMALL MU;BoldItalic;03BC;μ
1D742;𝝂;MATHEMATICAL BOLD ITALIC SMALL NU;BoldItalic;03BD;ν
1D743;𝝃;MATHEMATICAL BOLD ITALIC SMALL XI;BoldItalic;03BE;ξ
1D744;𝝄;MATHEMATICAL BOLD ITALIC SMALL OMICRON;BoldItalic;03BF;ο
1D745;𝝅;MATHEMATICAL BOLD ITALIC SMALL PI;BoldItalic;03C0;π
1D746;𝝆;MATHEMATICAL BOLD ITALIC SMALL RHO;BoldItalic;03C1;ρ
1D747;𝝇;MATHEMATICAL BOLD ITALIC SMALL FINAL SIGMA;BoldItalic;03C2;ς
1D748;𝝈;MATHEMATICAL BOLD ITALIC SMALL SIGMA;BoldItalic;03C3;σ
1D749;𝝉;MATHEMATICAL BOLD ITALIC SMALL TAU;BoldItalic;03C4;τ
1D74A;𝝊;MATHEMATICAL BOLD ITALIC SMALL UPSILON;BoldItalic;03C5;υ
1D74B;𝝋;MATHEMATICAL BOLD ITALIC SMALL PHI;BoldItalic;03C6;φ
1D74C;𝝌;MATHEMATICAL BOLD ITALIC SMALL CHI;BoldItalic;03C7;χ
1D74D;𝝍;MATHEMATICAL BOLD ITALIC SMALL PSI;BoldItalic;03C8;ψ
1D74E;𝝎;MATHEMATICAL BOLD ITALIC SMALL OMEGA;BoldItalic;03C9;ω
1D74F;𝝏;MATHEMATICAL BOLD ITALIC PARTIAL DIFFERENTIAL;BoldItalic;2202;∂
1D750;𝝐;MATHEMATICAL BOLD ITALIC EPSILON SYMBOL;BoldItalic;03F5;ϵ
1D751;𝝑;MATHEMATICAL BOLD ITALIC THETA SYMBOL;BoldItalic;03D1;ϑ
1D752;𝝒;MATHEMATICAL BOLD ITALIC KAPPA SYMBOL;BoldItalic;03F0;ϰ
1D753;𝝓;MATHEMATICAL BOLD ITALIC PHI SYMBOL;BoldItalic;03D5;ϕ
1D754;𝝔;MATHEMATICAL BOLD ITALIC RHO SYMBOL;BoldItalic;03F1;ϱ
1D755;𝝕;MATHEMATICAL BOLD ITALIC PI SYMBOL;BoldItalic;03D6;ϖ
1D756;𝝖;MATHEMATICAL SANS-SERIF BOLD CAPITAL ALPHA;SansSerifBold;0391;Α
1D757;𝝗;MATHEMATICAL SANS-SERIF BOLD CAPITAL BETA;SansSerifBold;0392;Β
1D758;𝝘;MATHEMATICAL SANS-SERIF BOLD CAPITAL GAMMA;SansSerifBold;0393;Γ
1D759;𝝙;MATHEMATICAL SANS-SERIF BOLD CAPITAL DELTA;SansSerifBold;0394;Δ
1D75A;𝝚;MATHEMATICAL SANS-SERIF BOLD CAPITAL EPSILON;SansSerifBold;0395;Ε
1D75B;𝝛;MATHEMATICAL SANS-SERIF BOLD CAPITAL ZETA;SansSerifBold;0396;Ζ
1D75C;𝝜;MATHEMATICAL SANS-SERIF BOLD CAPITAL ETA;SansSerifBold;0397;Η
1D75D;𝝝;MATHEMATICAL SANS-SERIF BOLD CAPITAL THETA;SansSerifBold;0398;Θ
1D75E;𝝞;MATHEMATICAL SANS-SERIF BOLD CAPITAL IOTA;SansSerifBold;0399;Ι
1D75F;𝝟;MATHEMATICAL SANS-SERIF BOLD CAPITAL KAPPA;SansSerifBold;039A;Κ
1D760;𝝠;MATHEMATICAL SANS-SERIF BOLD CAPITAL LAMDA;SansSerifBold;039B;Λ
